Date,Price,Open,High,Low,Vol.,Change %
"Dec 28, 2017",161.68,162.24,162.24,161.67,267.09K,-0.42%
"Dec 27, 2017",162.36,161.68,162.37,161.68,248.66K,0.45%
"Dec 22, 2017",161.64,161.67,161.85,161.59,202.34K,-0.01%
"Dec 21, 2017",161.66,161.8,161.83,161.52,395.27K,-0.11%
"Dec 20, 2017",161.84,162.31,162.47,161.6,680.83K,-0.40%
"Dec 19, 2017",162.49,163.3,163.36,162.16,617.13K,-0.50%
"Dec 18, 2017",163.3,163.48,163.57,163.28,385.84K,-0.17%
"Dec 15, 2017",163.57,163.43,163.68,163.37,449.99K,0.03%
"Dec 14, 2017",163.52,163.29,163.52,162.93,628.32K,0.05%
"Dec 13, 2017",163.44,163.37,163.46,162.92,591.06K,0.06%
"Dec 12, 2017",163.35,163.62,163.63,163.19,473.18K,-0.10%
"Dec 11, 2017",163.51,163.42,163.76,163.38,442.50K,0.04%
"Dec 08, 2017",163.44,163.36,163.54,163.18,525.02K,-0.04%
"Dec 07, 2017",163.51,163.39,163.65,163.26,604.39K,0.05%
"Dec 06, 2017",163.43,163.41,163.65,163.23,1.03M,0.09%
"Dec 05, 2017",163.28,162.9,163.34,162.79,1.41M,0.18%
"Dec 04, 2017",162.98,162.99,163.09,162.8,1.13M,-0.18%
"Dec 01, 2017",163.28,162.7,163.89,162.59,517.21K,0.36%
"Nov 30, 2017",162.69,162.52,162.86,162.26,935.10K,0.05%
"Nov 29, 2017",162.61,163.04,163.09,162.41,950.51K,-0.25%
"Nov 28, 2017",163.02,163.15,163.3,162.98,656.55K,-0.09%
"Nov 27, 2017",163.16,162.85,163.2,162.76,639.56K,0.17%
"Nov 24, 2017",162.88,162.99,163.02,162.68,522.32K,-0.11%
"Nov 23, 2017",163.06,163.05,163.11,162.9,254.62K,-0.04%
"Nov 22, 2017",163.12,163.18,163.28,162.62,721.52K,-0.04%
"Nov 21, 2017",163.19,162.92,163.27,162.88,663.05K,0.20%
"Nov 20, 2017",162.87,163.06,163.12,162.84,447.22K,0.02%
"Nov 17, 2017",162.84,162.74,162.94,162.5,435.20K,0.15%
"Nov 16, 2017",162.6,162.67,162.82,162.38,551.30K,-0.12%
"Nov 15, 2017",162.8,162.57,163.06,162.5,783.77K,0.23%
"Nov 14, 2017",162.42,162.06,162.47,161.91,627.84K,0.23%
"Nov 13, 2017",162.05,162.28,162.54,162.03,502.93K,-0.09%
"Nov 10, 2017",162.19,162.45,162.51,162.13,689.67K,-0.36%
"Nov 09, 2017",162.78,163.26,163.4,162.49,940.68K,-0.28%
"Nov 08, 2017",163.24,163.31,163.63,163.22,690.80K,-0.04%
"Nov 07, 2017",163.3,163.08,163.39,162.95,725.91K,0.10%
"Nov 06, 2017",163.14,162.84,163.23,162.81,560.85K,0.20%
"Nov 03, 2017",162.81,162.67,162.98,162.62,570.32K,0.11%
"Nov 02, 2017",162.63,162.56,162.69,162.26,776.43K,0.09%
"Nov 01, 2017",162.49,162.56,162.78,162.4,590.44K,-0.14%
"Oct 31, 2017",162.72,162.76,162.83,162.45,626.14K,0.01%
"Oct 30, 2017",162.71,162.4,162.74,162.26,585.57K,0.21%
"Oct 27, 2017",162.37,161.75,162.46,161.64,898.80K,0.42%
"Oct 26, 2017",161.69,161.18,161.99,160.99,954.97K,0.36%
"Oct 25, 2017",161.11,161.1,161.31,160.78,801.86K,-0.06%
"Oct 24, 2017",161.2,161.67,161.7,161.03,701.23K,-0.28%
"Oct 23, 2017",161.65,161.51,161.77,161.49,585.68K,0.09%
"Oct 20, 2017",161.5,162,162.03,161.35,859.42K,-0.38%
"Oct 19, 2017",162.12,162.1,162.52,162.05,719.27K,-0.06%
"Oct 18, 2017",162.22,162.63,162.74,162.13,720.83K,-0.25%
"Oct 17, 2017",162.62,162.4,162.76,162.36,668.79K,0.11%
"Oct 16, 2017",162.44,162.03,162.55,161.92,604.03K,0.21%
"Oct 13, 2017",162.1,161.45,162.15,161.43,721.43K,0.35%
"Oct 12, 2017",161.53,161.23,161.56,161.18,587.52K,0.22%
"Oct 11, 2017",161.17,161.24,161.38,161.12,568.50K,-0.07%
"Oct 10, 2017",161.29,161.37,161.61,161.14,756.46K,-0.10%
"Oct 09, 2017",161.45,161.07,161.49,161.07,362.39K,0.22%
"Oct 06, 2017",161.1,161.25,161.29,160.59,842.25K,-0.15%
"Oct 05, 2017",161.35,161.21,161.65,161.05,759.20K,0.05%
"Oct 04, 2017",161.27,161.31,161.8,161.16,958.42K,0.11%
"Oct 03, 2017",161.1,161.07,161.19,160.68,535.00K,-0.01%
"Oct 02, 2017",161.12,160.87,161.36,160.68,712.86K,0.07%
"Sep 29, 2017",161,160.9,161.28,160.8,739.82K,0.06%
"Sep 28, 2017",160.9,160.42,160.96,160.24,767.97K,-0.04%
"Sep 27, 2017",160.96,161.65,161.68,160.68,1.05M,-0.49%
"Sep 26, 2017",161.75,161.92,161.94,161.62,566.00K,-0.12%
"Sep 25, 2017",161.95,161.25,161.98,161.13,806.36K,0.50%
"Sep 22, 2017",161.14,161.2,161.26,160.89,511.18K,0.08%
"Sep 21, 2017",161.01,160.88,161.18,160.67,729.12K,0.02%
"Sep 20, 2017",160.97,161.09,161.39,160.77,530.23K,-0.06%
"Sep 19, 2017",161.06,161.05,161.36,160.93,633.45K,0.01%
"Sep 18, 2017",161.05,161.28,161.42,160.87,553.50K,-0.19%
"Sep 15, 2017",161.36,161.79,161.82,161.07,676.74K,-0.19%
"Sep 14, 2017",161.66,161.7,161.94,161.43,733.99K,-0.06%
"Sep 13, 2017",161.75,161.94,162.06,161.66,619.96K,-0.10%
"Sep 12, 2017",161.92,162.68,162.7,161.73,757.28K,-0.48%
"Sep 11, 2017",162.7,162.79,162.89,162.65,459.14K,-0.22%
"Sep 08, 2017",163.06,163.36,163.36,162.83,625.18K,-0.06%
"Sep 07, 2017",163.16,162.27,163.24,162.24,879.38K,0.53%
"Sep 06, 2017",162.3,162.77,162.84,162.24,998.99K,-0.35%
"Sep 05, 2017",162.87,162.16,162.93,161.96,1.07M,0.44%
"Sep 04, 2017",162.15,162.08,162.27,162.04,750.81K,0.15%
"Sep 01, 2017",161.91,165.18,165.2,161.91,397.28K,-2.00%
"Aug 31, 2017",165.22,165.06,165.28,164.87,706.07K,0.02%
"Aug 30, 2017",165.19,165.19,165.3,164.93,676.23K,-0.04%
"Aug 29, 2017",165.26,165.06,165.67,165,788.84K,0.30%
"Aug 28, 2017",164.76,164.72,164.96,164.59,298.55K,0.02%
"Aug 25, 2017",164.73,164.72,164.79,164.37,454.03K,0.04%
"Aug 24, 2017",164.67,164.83,164.9,164.66,420.39K,-0.13%
"Aug 23, 2017",164.89,164.35,164.89,164.22,615.18K,0.32%
"Aug 22, 2017",164.37,164.39,164.46,164.14,468.24K,-0.09%
"Aug 21, 2017",164.52,164.08,164.57,164.06,376.49K,0.27%
"Aug 18, 2017",164.07,164.2,164.47,164,500.84K,-0.15%
"Aug 17, 2017",164.32,163.91,164.32,163.72,482.66K,0.21%
"Aug 16, 2017",163.98,163.77,164.02,163.38,532.77K,0.12%
"Aug 15, 2017",163.78,163.85,164.07,163.47,522.92K,-0.17%
"Aug 14, 2017",164.06,164.36,164.4,163.87,392.71K,-0.30%
"Aug 11, 2017",164.55,164.3,164.62,164.19,543.52K,0.19%
"Aug 10, 2017",164.24,163.76,164.29,163.66,467.22K,0.31%
"Aug 09, 2017",163.73,163.32,163.98,163.28,609.01K,0.34%
"Aug 08, 2017",163.17,163.3,163.42,163.05,339.11K,-0.06%
"Aug 07, 2017",163.26,163.13,163.38,162.86,324.00K,0.06%
"Aug 04, 2017",163.17,163.45,163.45,162.9,490.01K,-0.17%
"Aug 03, 2017",163.45,162.83,163.47,162.71,567.06K,0.39%
"Aug 02, 2017",162.82,162.82,162.96,162.64,493.84K,-0.07%
"Aug 01, 2017",162.93,161.9,162.94,161.84,684.13K,0.59%
"Jul 31, 2017",161.97,162.18,162.18,161.72,512.32K,-0.04%
"Jul 28, 2017",162.03,162.22,162.34,161.4,724.19K,-0.07%
"Jul 27, 2017",162.14,161.97,162.49,161.97,572.93K,0.11%
"Jul 26, 2017",161.96,161.74,162.1,161.69,486.32K,0.21%
"Jul 25, 2017",161.62,162.52,162.56,161.57,667.12K,-0.50%
"Jul 24, 2017",162.43,162.3,162.67,162.26,370.15K,0.07%
"Jul 21, 2017",162.31,162,162.56,162,560.20K,0.21%
"Jul 20, 2017",161.97,161.86,162.11,161.57,907.88K,0.11%
"Jul 19, 2017",161.8,161.63,162.01,161.58,521.93K,0.04%
"Jul 18, 2017",161.73,161.42,161.76,161.26,577.33K,0.21%
"Jul 17, 2017",161.39,161.1,161.51,161.1,369.06K,0.20%
"Jul 14, 2017",161.07,161.33,161.72,161.06,513.70K,-0.14%
"Jul 13, 2017",161.29,161.45,161.92,161.04,785.94K,-0.07%
"Jul 12, 2017",161.41,160.93,161.44,160.83,695.46K,0.33%
"Jul 11, 2017",160.88,160.8,160.94,160.48,583.06K,-0.04%
"Jul 10, 2017",160.95,160.54,161.12,160.46,600.63K,0.26%
"Jul 07, 2017",160.54,160.44,160.72,160.36,782.71K,-0.05%
"Jul 06, 2017",160.62,161.85,161.88,160.44,1.23M,-0.78%
"Jul 05, 2017",161.88,161.84,162.1,161.57,659.03K,0.01%
"Jul 04, 2017",161.86,161.95,162.2,161.8,418.06K,0.07%
"Jul 03, 2017",161.74,161.64,162.31,161.63,598.64K,-0.01%
"Jun 30, 2017",161.76,162.03,162.59,161.66,955.62K,-0.23%
"Jun 29, 2017",162.13,163.27,163.27,162.07,1.05M,-0.76%
"Jun 28, 2017",163.37,163.15,163.97,162.81,1.22M,0.07%
"Jun 27, 2017",163.26,165.14,165.32,163.14,1.12M,-1.16%
"Jun 26, 2017",165.17,165.02,165.44,165,582.56K,0.08%
"Jun 23, 2017",165.04,165.08,165.16,164.95,446.22K,-0.02%
"Jun 22, 2017",165.07,164.97,165.24,164.89,637.69K,0.08%
"Jun 21, 2017",164.94,164.99,165.27,164.79,671.53K,-0.03%
"Jun 20, 2017",164.99,164.62,165.01,164.6,492.64K,0.24%
"Jun 19, 2017",164.59,164.69,164.81,164.45,475.05K,-0.08%
"Jun 16, 2017",164.73,164.52,164.76,164.14,537.34K,0.10%
"Jun 15, 2017",164.57,165.3,165.42,164.41,768.89K,-0.52%
"Jun 14, 2017",165.43,165.04,165.53,164.84,682.88K,0.28%
"Jun 13, 2017",164.97,165.13,165.13,164.73,496.43K,-0.09%
"Jun 12, 2017",165.12,164.96,165.25,164.87,474.84K,0.09%
"Jun 09, 2017",164.97,165.13,165.16,164.75,499.06K,-0.06%
"Jun 08, 2017",165.07,164.84,165.16,164.54,802.14K,0.15%
"Jun 07, 2017",164.83,164.82,165.1,164.77,872.01K,-0.02%
"Jun 06, 2017",164.86,164.61,165,164.59,1.21M,0.23%
"Jun 05, 2017",164.48,164.58,164.65,164.32,724.27K,1.11%
"Jun 02, 2017",162.68,162.21,162.76,162.21,1.19M,0.26%
"Jun 01, 2017",162.26,162.17,162.32,161.95,889.49K,0.07%
"May 31, 2017",162.15,162.36,162.44,162.08,953.50K,-0.16%
"May 30, 2017",162.41,162.27,162.42,162.07,781.45K,0.11%
"May 29, 2017",162.23,161.74,162.31,161.68,257.68K,0.27%
"May 26, 2017",161.8,161.47,161.88,161.33,638.47K,0.27%
"May 25, 2017",161.36,161.08,161.42,161.04,537.83K,0.21%
"May 24, 2017",161.02,160.82,161.12,160.69,666.48K,0.19%
"May 23, 2017",160.72,161.16,161.3,160.59,666.18K,-0.12%
"May 22, 2017",160.91,161.19,161.45,160.8,551.07K,-0.25%
"May 19, 2017",161.32,161.44,161.54,161.17,484.83K,-0.11%
"May 18, 2017",161.5,161.22,161.98,161.11,1.01M,0.02%
"May 17, 2017",161.46,160.62,161.55,160.48,884.71K,0.67%
"May 16, 2017",160.39,160.6,160.62,160.18,700.77K,-0.09%
"May 15, 2017",160.54,160.86,160.89,160.46,553.41K,-0.24%
"May 12, 2017",160.93,160.48,160.98,160.42,598.55K,0.32%
"May 11, 2017",160.42,160.3,160.55,160.02,727.36K,0.06%
"May 10, 2017",160.32,160.42,160.83,160.24,646.87K,-0.04%
"May 09, 2017",160.39,160.44,160.45,160.11,681.24K,-0.05%
"May 08, 2017",160.47,160.28,160.97,160.28,723.30K,0.06%
"May 05, 2017",160.37,160.97,161.15,160.37,714.72K,-0.37%
"May 04, 2017",160.96,161.47,161.49,160.75,792.81K,-0.35%
"May 03, 2017",161.53,161.77,161.94,161.53,532.37K,-0.15%
"May 02, 2017",161.77,161.67,161.8,161.46,480.15K,-0.01%
"Apr 28, 2017",161.79,161.96,161.97,161.29,785.33K,-0.15%
"Apr 27, 2017",162.04,161.16,162.14,161.05,774.19K,0.44%
"Apr 26, 2017",161.33,160.66,161.35,160.66,746.22K,0.39%
"Apr 25, 2017",160.71,161.36,161.47,160.65,841.15K,-0.53%
"Apr 24, 2017",161.56,161.42,161.62,160.97,985.54K,-0.58%
"Apr 21, 2017",162.5,162.87,162.94,162.5,528.50K,-0.21%
"Apr 20, 2017",162.84,163.34,163.43,162.54,711.95K,-0.28%
"Apr 19, 2017",163.29,163.77,163.8,163.17,630.81K,-0.35%
"Apr 18, 2017",163.87,163.61,163.98,163.35,571.57K,0.14%
"Apr 13, 2017",163.64,163.52,163.8,163.42,490.70K,0.13%
"Apr 12, 2017",163.43,163.27,163.5,163.02,535.92K,0.13%
"Apr 11, 2017",163.21,163.28,163.37,162.88,659.84K,0.04%
"Apr 10, 2017",163.15,162.65,163.28,162.65,507.22K,0.34%
"Apr 07, 2017",162.6,162.75,163.02,162.51,595.79K,0.07%
"Apr 06, 2017",162.49,162.59,162.65,162.25,589.19K,-0.04%
"Apr 05, 2017",162.56,162.45,162.69,162.03,654.75K,0.11%
"Apr 04, 2017",162.38,162.22,162.7,162.18,833.25K,0.15%
"Apr 03, 2017",162.13,161.47,162.17,161.35,622.57K,0.38%
"Mar 31, 2017",161.51,161.44,161.53,161.22,618.28K,0.09%
"Mar 30, 2017",161.37,161.15,161.54,161.06,704.63K,0.11%
"Mar 29, 2017",161.19,160.3,161.2,160.2,791.62K,0.58%
"Mar 28, 2017",160.26,160.24,160.71,160.16,672.59K,-0.01%
"Mar 27, 2017",160.27,160.52,160.98,160.23,710.64K,0.02%
"Mar 24, 2017",160.24,159.95,160.34,159.75,536.79K,0.16%
"Mar 23, 2017",159.98,160.13,160.46,159.9,745.14K,-0.13%
"Mar 22, 2017",160.19,159.78,160.33,159.66,829.61K,0.33%
"Mar 21, 2017",159.66,159.56,159.82,159.13,881.15K,-0.14%
"Mar 20, 2017",159.88,159.87,159.95,159.38,521.60K,0.06%
"Mar 17, 2017",159.79,159.34,159.88,159.1,634.35K,0.36%
"Mar 16, 2017",159.22,160.35,160.37,159.17,797.75K,-0.65%
"Mar 15, 2017",160.26,159.52,160.45,159.43,678.36K,0.47%
"Mar 14, 2017",159.51,159.06,159.66,158.76,728.15K,0.28%
"Mar 13, 2017",159.07,159.1,159.64,158.94,603.31K,0.03%
"Mar 10, 2017",159.03,159.53,159.83,158.91,941.36K,-0.46%
"Mar 09, 2017",159.76,160.51,160.62,159.57,921.29K,-0.60%
"Mar 08, 2017",160.72,161.24,161.29,160.47,731.26K,-0.34%
"Mar 07, 2017",161.27,160.94,161.52,160.84,955.36K,0.17%
"Mar 06, 2017",161,160.92,161.28,160.83,1.07M,0.15%
"Mar 03, 2017",160.76,164.78,164.81,160.76,927.38K,-2.38%
"Mar 02, 2017",164.68,164.9,164.98,164.45,1.29M,-0.19%
"Mar 01, 2017",165,165.69,165.89,164.81,1.41M,-0.58%
"Feb 28, 2017",165.97,166.06,166.21,165.71,964.85K,0.03%
"Feb 27, 2017",165.92,166.15,166.31,165.9,640.09K,-0.24%
"Feb 24, 2017",166.32,165.71,166.4,165.61,841.36K,0.33%
"Feb 23, 2017",165.77,165.06,165.78,164.86,781.98K,0.42%
"Feb 22, 2017",165.08,164.34,165.47,164.33,1.14M,0.37%
"Feb 21, 2017",164.47,164.53,164.62,164.1,692.50K,-0.09%
"Feb 20, 2017",164.62,164.27,164.66,164.19,417.81K,0.12%
"Feb 17, 2017",164.43,163.74,164.6,163.63,751.34K,0.42%
"Feb 16, 2017",163.75,163.46,163.88,163.34,754.37K,0.22%
"Feb 15, 2017",163.39,163.5,163.54,163.15,665.67K,-0.07%
"Feb 14, 2017",163.5,163.93,164.07,163.26,740.04K,-0.26%
"Feb 13, 2017",163.93,163.93,164.03,163.69,512.87K,-0.10%
"Feb 10, 2017",164.1,163.99,164.15,163.77,639.54K,0.06%
"Feb 09, 2017",164,164.22,164.46,163.98,771.87K,-0.23%
"Feb 08, 2017",164.37,163.52,164.41,163.45,993.92K,0.53%
"Feb 07, 2017",163.51,163.56,163.73,162.98,965.02K,0.05%
"Feb 06, 2017",163.43,162.46,163.48,162.46,936.67K,0.68%
"Feb 03, 2017",162.33,162.15,162.67,162.01,656.88K,0.04%
"Feb 02, 2017",162.27,161.89,162.54,161.63,856.77K,0.26%
"Feb 01, 2017",161.85,161.84,162.01,161.53,737.85K,-0.14%
"Jan 31, 2017",162.08,162.05,162.27,161.5,1.00M,0.12%
"Jan 30, 2017",161.88,161.9,162.18,161.38,814.24K,0.01%
"Jan 27, 2017",161.86,161.53,161.92,161.51,699.67K,0.12%
"Jan 26, 2017",161.67,161.51,161.87,161.32,875.40K,0.05%
"Jan 25, 2017",161.59,162.47,162.49,161.53,1.05M,-0.62%
"Jan 24, 2017",162.6,163.14,163.22,162.49,723.03K,-0.37%
"Jan 23, 2017",163.2,162.75,163.36,162.45,793.17K,0.42%
"Jan 20, 2017",162.51,163.19,163.27,162.22,726.84K,-0.33%
"Jan 19, 2017",163.04,162.99,163.14,162.65,870.07K,0.00%
"Jan 18, 2017",163.04,163.75,163.76,163.04,785.76K,-0.52%
"Jan 17, 2017",163.89,163.79,164.44,163.72,877.15K,0.19%
"Jan 16, 2017",163.58,163.76,163.91,163.43,455.24K,0.01%
"Jan 13, 2017",163.56,163.51,163.94,163.16,746.07K,-0.04%
"Jan 12, 2017",163.62,163.83,164.18,163.53,821.78K,0.01%
"Jan 11, 2017",163.6,163.16,163.93,163.06,906.80K,0.26%
"Jan 10, 2017",163.17,163.19,163.35,162.93,617.96K,-0.02%
"Jan 09, 2017",163.2,162.72,163.3,162.48,599.72K,0.23%
"Jan 06, 2017",162.82,163.61,163.63,162.69,635.98K,-0.48%
"Jan 05, 2017",163.61,163.55,163.7,162.83,1.02M,0.20%
"Jan 04, 2017",163.29,163.48,163.61,163.11,655.36K,-0.10%
"Jan 03, 2017",163.45,164.46,164.51,163.01,833.03K,-0.61%
"Jan 02, 2017",164.46,164.14,164.9,164.14,122.96K,0.19%
"Dec 30, 2016",164.14,164.51,164.51,164.12,295.63K,-0.22%
"Dec 29, 2016",164.51,164.51,164.64,164.28,262.95K,0.18%
"Dec 28, 2016",164.22,164.11,164.33,163.89,230.21K,0.09%
"Dec 27, 2016",164.08,163.58,164.16,163.58,148.15K,0.23%
"Dec 23, 2016",163.71,163.24,163.78,163.18,167.04K,0.31%
"Dec 22, 2016",163.2,163.33,163.44,162.89,316.79K,-0.07%
"Dec 21, 2016",163.32,163.03,163.35,163.03,335.95K,0.20%
"Dec 20, 2016",163,163.21,163.28,162.86,420.58K,-0.27%
"Dec 19, 2016",163.44,162.14,163.5,162.06,506.86K,0.86%
"Dec 16, 2016",162.04,161.91,162.55,161.87,539.51K,0.21%
"Dec 15, 2016",161.7,161.68,162.03,161.2,765.36K,0.01%
"Dec 14, 2016",161.69,161.93,162.6,161.69,644.08K,-0.11%
"Dec 13, 2016",161.87,161.3,161.93,161.08,637.78K,0.40%
"Dec 12, 2016",161.22,161.37,161.37,160.81,675.07K,-0.20%
"Dec 09, 2016",161.54,161.09,162.29,161.09,835.10K,0.08%
"Dec 08, 2016",161.41,161.63,161.77,160.25,1.27M,-0.18%
"Dec 07, 2016",161.7,161.08,161.97,161.08,943.75K,0.35%
"Dec 06, 2016",161.14,161.74,162.11,161.11,979.37K,-0.43%
"Dec 05, 2016",161.84,162.99,163.05,161.25,843.19K,-0.49%
"Dec 02, 2016",162.63,159.95,162.63,159.82,372.19K,1.78%
"Dec 01, 2016",159.79,160.83,160.96,159.55,1.33M,-0.67%
"Nov 30, 2016",160.86,161.83,161.99,160.81,1.17M,-0.65%
"Nov 29, 2016",161.91,161.93,162,161.35,916.09K,-0.01%
"Nov 28, 2016",161.93,161.71,162.07,161.48,698.97K,0.28%
"Nov 25, 2016",161.48,161.12,161.58,161.04,612.70K,0.30%
"Nov 24, 2016",161,161.15,161.37,160.9,430.57K,-0.09%
"Nov 23, 2016",161.15,161.31,161.7,160.36,1.26M,-0.12%
"Nov 22, 2016",161.34,160.78,161.57,160.72,741.26K,0.30%
"Nov 21, 2016",160.86,160.88,160.96,160.5,521.87K,0.03%
"Nov 18, 2016",160.81,160.14,161.07,159.99,889.64K,0.18%
"Nov 17, 2016",160.52,160.59,160.94,160.37,797.00K,-0.02%
"Nov 16, 2016",160.56,160.37,160.59,159.83,781.33K,0.14%
"Nov 15, 2016",160.34,160.2,160.61,160.16,882.93K,0.13%
"Nov 14, 2016",160.13,159.77,160.37,159.16,1.16M,0.09%
"Nov 11, 2016",159.98,160.55,160.58,159.8,756.36K,-0.29%
"Nov 10, 2016",160.45,161.26,161.53,160.11,1.39M,-0.30%
"Nov 09, 2016",160.94,162.81,163.15,160.9,1.20M,-0.53%
"Nov 08, 2016",161.79,162.19,162.43,161.71,564.41K,-0.22%
"Nov 07, 2016",162.15,162.02,162.37,161.96,455.19K,-0.14%
"Nov 04, 2016",162.37,162.15,162.61,162.14,596.88K,0.15%
"Nov 03, 2016",162.13,162.55,162.7,161.96,792.86K,-0.23%
"Nov 02, 2016",162.5,162.29,162.77,162.19,837.66K,0.23%
"Nov 01, 2016",162.12,161.89,162.34,161.55,751.51K,0.01%
"Oct 31, 2016",162.1,162.08,162.31,161.97,666.43K,-0.03%
"Oct 28, 2016",162.15,161.88,162.25,161.43,908.46K,0.06%
"Oct 27, 2016",162.05,163.05,163.17,161.74,1.17M,-0.63%
"Oct 26, 2016",163.08,163.92,164.05,162.91,995.46K,-0.45%
"Oct 25, 2016",163.82,163.96,164.16,163.74,658.47K,-0.07%
"Oct 24, 2016",163.94,164.36,164.54,163.86,607.31K,-0.21%
"Oct 21, 2016",164.29,164.26,164.32,164.05,555.70K,0.02%
"Oct 20, 2016",164.25,163.74,164.29,163.32,840.42K,0.26%
"Oct 19, 2016",163.82,163.73,164.03,163.71,599.57K,0.02%
"Oct 18, 2016",163.79,163.43,163.8,163.31,597.52K,0.17%
"Oct 17, 2016",163.52,163.32,163.57,162.82,685.57K,0.18%
"Oct 14, 2016",163.23,163.58,163.67,163.2,619.88K,-0.34%
"Oct 13, 2016",163.78,163.73,163.94,163.5,667.70K,0.20%
"Oct 12, 2016",163.45,163.56,163.82,163.16,587.64K,-0.15%
"Oct 11, 2016",163.7,163.45,163.89,163.41,777.31K,0.15%
"Oct 10, 2016",163.46,164,164.17,163.32,584.65K,-0.34%
"Oct 07, 2016",164.01,164.25,164.29,163.74,860.60K,-0.08%
"Oct 06, 2016",164.14,164.38,164.85,164.06,1.07M,-0.11%
"Oct 05, 2016",164.32,164.72,165.02,164.15,1.02M,-0.25%
"Oct 04, 2016",164.73,165.38,165.67,164.68,832.83K,-0.41%
"Oct 03, 2016",165.4,165.72,165.84,165.32,352.83K,-0.22%
"Sep 30, 2016",165.76,166.07,166.35,165.56,899.08K,-0.09%
"Sep 29, 2016",165.91,165.73,166.07,165.6,587.02K,0.05%
"Sep 28, 2016",165.83,165.95,166.16,165.76,702.97K,-0.10%
"Sep 27, 2016",166,165.55,166.24,165.47,764.44K,0.19%
"Sep 26, 2016",165.69,165.12,165.74,165.09,536.17K,0.33%
"Sep 23, 2016",165.14,165.11,165.27,164.99,484.48K,0.00%
"Sep 22, 2016",165.14,164.38,165.3,164.38,775.79K,0.51%
"Sep 21, 2016",164.3,163.91,164.31,163.81,583.28K,0.09%
"Sep 20, 2016",164.15,163.73,164.28,163.72,547.87K,0.26%
"Sep 19, 2016",163.72,163.87,164.1,163.64,469.63K,-0.13%
"Sep 16, 2016",163.93,163.7,164.28,163.58,609.32K,0.24%
"Sep 15, 2016",163.53,163.42,163.68,163.05,699.46K,-0.04%
"Sep 14, 2016",163.59,162.91,163.69,162.81,716.08K,0.41%
"Sep 13, 2016",162.92,163.62,163.92,162.58,757.03K,-0.38%
"Sep 12, 2016",163.54,163.55,163.69,163.06,833.46K,0.00%
"Sep 09, 2016",163.54,164.58,164.58,163.53,898.03K,-0.66%
"Sep 08, 2016",164.62,165.51,165.61,164.48,911.69K,-0.57%
"Sep 07, 2016",165.56,165.36,165.65,165.34,817.65K,0.10%
"Sep 06, 2016",165.39,164.55,165.47,164.44,1.05M,0.50%
"Sep 05, 2016",164.57,164.48,164.72,164.45,763.93K,0.04%
"Sep 02, 2016",164.5,167.35,167.61,164.5,431.08K,-1.73%
"Sep 01, 2016",167.39,167.22,167.47,166.96,928.29K,0.08%
"Aug 31, 2016",167.25,167.69,167.76,167.25,579.31K,-0.28%
"Aug 30, 2016",167.72,167.59,167.85,167.38,530.08K,-0.01%
"Aug 29, 2016",167.73,166.55,167.75,166.55,351.01K,0.43%
"Aug 26, 2016",167.01,167.5,167.75,166.88,478.78K,-0.22%
"Aug 25, 2016",167.37,167.56,167.62,167.12,455.93K,-0.13%
"Aug 24, 2016",167.58,167.7,167.73,167.45,401.92K,-0.07%
"Aug 23, 2016",167.7,167.56,167.81,167.39,476.58K,0.10%
"Aug 22, 2016",167.53,166.87,167.64,166.87,432.49K,0.31%
"Aug 19, 2016",167.01,167.51,167.58,166.77,414.31K,-0.33%
"Aug 18, 2016",167.56,167.37,167.67,167.17,400.11K,0.25%
"Aug 17, 2016",167.14,166.83,167.3,166.66,458.74K,0.18%
"Aug 16, 2016",166.84,167.39,167.58,166.68,556.50K,-0.26%
"Aug 15, 2016",167.27,167.67,167.85,167.18,337.20K,-0.23%
"Aug 12, 2016",167.66,167.5,167.95,167.4,374.59K,0.18%
"Aug 11, 2016",167.36,167.9,168,167.31,381.89K,-0.33%
"Aug 10, 2016",167.92,167.6,168,167.49,492.78K,0.23%
"Aug 09, 2016",167.54,167.21,167.56,166.92,438.21K,0.28%
"Aug 08, 2016",167.08,166.91,167.23,166.77,393.23K,0.01%
"Aug 05, 2016",167.07,167.63,167.63,167.05,426.66K,-0.26%
"Aug 04, 2016",167.51,166.69,167.67,166.58,660.72K,0.38%
"Aug 03, 2016",166.88,166.47,166.92,166.43,438.84K,0.14%
"Aug 02, 2016",166.64,167.32,167.32,166.39,688.03K,-0.49%
"Aug 01, 2016",167.46,167.72,167.8,167.38,365.28K,-0.30%
"Jul 29, 2016",167.97,166.96,168,166.94,603.89K,0.27%
"Jul 28, 2016",167.51,167.54,167.57,167.13,455.64K,-0.05%
"Jul 27, 2016",167.6,166.55,167.61,166.36,525.25K,0.58%
"Jul 26, 2016",166.64,166.76,167.02,166.43,495.61K,0.01%
"Jul 25, 2016",166.63,166.45,166.79,166.16,403.37K,0.10%
"Jul 22, 2016",166.47,166.52,166.67,166.03,480.86K,0.03%
"Jul 21, 2016",166.42,166.28,166.45,165.66,682.34K,0.08%
"Jul 20, 2016",166.28,166.52,166.73,166.16,540.75K,-0.17%
"Jul 19, 2016",166.56,166.56,166.86,166.36,536.13K,0.05%
"Jul 18, 2016",166.47,166.24,166.65,166.18,463.12K,0.23%
"Jul 15, 2016",166.09,166.82,166.82,165.96,482.63K,-0.40%
"Jul 14, 2016",166.76,167.09,167.17,166.27,643.85K,-0.28%
