Date,Price,Open,High,Low,Vol.,Change %
"Jan 25, 2015",158.86,158.86,158.86,158.86,-,0.00%
"Jan 23, 2015",158.86,157.75,158.91,157.75,820.23K,0.79%
"Jan 22, 2015",157.62,156.65,157.97,156.05,1.22M,0.59%
"Jan 21, 2015",156.69,157.71,157.75,156.61,1.05M,-0.61%
"Jan 20, 2015",157.65,157.65,157.84,157.56,618.04K,-0.03%
"Jan 19, 2015",157.7,157.58,157.87,157.41,363.25K,0.18%
"Jan 17, 2015",157.42,157.42,157.42,157.42,-,0.00%
"Jan 16, 2015",157.42,157.64,157.95,157.38,760.32K,-0.16%
"Jan 15, 2015",157.67,157.03,157.7,157.01,902.30K,0.29%
"Jan 14, 2015",157.21,156.97,157.4,156.84,745.30K,0.29%
"Jan 13, 2015",156.75,156.75,157.03,156.56,606.26K,-0.02%
"Jan 12, 2015",156.78,156.52,156.88,156.3,484.35K,0.22%
"Jan 09, 2015",156.44,156.41,156.76,156.14,663.82K,0.07%
"Jan 08, 2015",156.33,156.59,156.74,156.27,676.11K,-0.23%
"Jan 07, 2015",156.69,156.91,157.24,156.52,759.12K,-0.18%
"Jan 06, 2015",156.97,156.4,157.18,156.3,735.02K,0.42%
"Jan 05, 2015",156.32,156.49,156.56,156.21,593.49K,-0.11%
"Jan 02, 2015",156.49,155.84,156.56,155.76,337.40K,0.44%
"Dec 30, 2014",155.8,155.78,155.95,155.57,225.60K,0.03%
"Dec 29, 2014",155.75,155.15,155.86,155.06,238.14K,0.48%
"Dec 23, 2014",155,155.14,155.31,154.92,204.24K,-0.08%
"Dec 22, 2014",155.13,155.14,155.19,154.91,228.92K,-0.01%
"Dec 19, 2014",155.14,154.91,155.2,154.59,353.95K,0.20%
"Dec 18, 2014",154.83,155.05,155.39,154.62,566.34K,-0.07%
"Dec 17, 2014",154.94,155.06,155.44,154.94,551.69K,-0.19%
"Dec 16, 2014",155.23,154.63,155.43,154.54,846.54K,0.41%
"Dec 15, 2014",154.6,154.65,154.72,154.36,472.30K,-0.09%
"Dec 12, 2014",154.74,154.26,154.8,154.23,555.94K,0.36%
"Dec 11, 2014",154.18,154.11,154.32,153.98,606.43K,0.00%
"Dec 10, 2014",154.18,153.84,154.23,153.82,515.53K,0.22%
"Dec 09, 2014",153.84,153.58,153.97,153.46,760.94K,0.15%
"Dec 08, 2014",153.61,152.71,153.7,152.6,622.81K,0.52%
"Dec 07, 2014",152.81,152.81,152.81,152.81,-,0.45%
"Dec 05, 2014",152.12,152.33,152.41,151.83,297.79K,-0.10%
"Dec 04, 2014",152.27,152.32,152.56,151.94,1.18M,-0.08%
"Dec 03, 2014",152.39,152.27,152.44,152.12,1.28M,0.08%
"Dec 02, 2014",152.27,152.18,152.53,152.16,1.00M,0.03%
"Dec 01, 2014",152.22,152.98,152.99,152.17,749.03K,-0.49%
"Nov 28, 2014",152.97,152.93,152.99,152.75,504.92K,0.06%
"Nov 27, 2014",152.88,152.49,152.95,152.49,387.82K,0.24%
"Nov 26, 2014",152.52,152.42,152.56,152.25,570.86K,0.07%
"Nov 25, 2014",152.41,152.02,152.43,151.96,574.52K,0.25%
"Nov 24, 2014",152.03,151.98,152.06,151.81,440.46K,0.01%
"Nov 21, 2014",152.01,151.58,152.05,151.56,565.33K,0.27%
"Nov 20, 2014",151.6,151.16,151.75,151.09,756.94K,0.32%
"Nov 19, 2014",151.11,151.67,151.74,150.96,725.96K,-0.32%
"Nov 18, 2014",151.59,151.63,151.83,151.56,486.23K,-0.01%
"Nov 17, 2014",151.6,152.01,152.04,151.52,545.48K,-0.19%
"Nov 16, 2014",151.89,151.89,151.89,151.89,-,0.00%
"Nov 14, 2014",151.89,151.67,151.93,151.63,454.09K,0.14%
"Nov 13, 2014",151.68,151.34,151.79,151.29,553.24K,0.23%
"Nov 12, 2014",151.33,151.33,151.7,151.31,599.73K,0.05%
"Nov 11, 2014",151.26,151.11,151.34,150.97,325.47K,0.10%
"Nov 10, 2014",151.11,151.36,151.58,151.08,424.52K,-0.18%
"Nov 07, 2014",151.38,151.11,151.39,150.82,649.11K,0.17%
"Nov 06, 2014",151.13,151.26,151.3,150.8,715.47K,-0.05%
"Nov 05, 2014",151.21,151.22,151.31,151.08,495.94K,-0.02%
"Nov 04, 2014",151.24,150.96,151.45,150.84,717.70K,0.19%
"Nov 03, 2014",150.96,151.14,151.34,150.68,537.97K,-0.09%
"Oct 31, 2014",151.09,150.78,151.13,150.57,814.48K,0.13%
"Oct 30, 2014",150.89,150.27,151.08,150.24,795.65K,0.41%
"Oct 29, 2014",150.28,150.57,150.66,150.06,498.39K,-0.13%
"Oct 28, 2014",150.47,150.56,150.7,150.24,568.72K,-0.03%
"Oct 27, 2014",150.52,150.24,150.7,150.09,531.56K,0.15%
"Oct 24, 2014",150.29,150.34,150.73,150.28,615.98K,0.05%
"Oct 23, 2014",150.22,150.78,150.92,150.08,633.91K,-0.33%
"Oct 22, 2014",150.72,150.55,150.82,150.3,657.48K,0.20%
"Oct 21, 2014",150.42,150.99,151.11,150.29,777.38K,-0.27%
"Oct 20, 2014",150.82,150.71,151.1,150.64,695.34K,0.09%
"Oct 17, 2014",150.68,151.22,151.24,150.51,951.84K,-0.29%
"Oct 16, 2014",151.12,151.69,152.44,150.89,1.41M,-0.29%
"Oct 15, 2014",151.56,150.95,152.45,150.93,1.64M,0.30%
"Oct 14, 2014",151.1,150.39,151.18,150.25,959.23K,0.43%
"Oct 13, 2014",150.45,150.7,150.7,150.23,474.93K,-0.09%
"Oct 10, 2014",150.58,150.31,150.58,150.02,711.39K,0.25%
"Oct 09, 2014",150.21,150.32,150.76,150.16,945.17K,-0.07%
"Oct 08, 2014",150.32,150.16,150.4,149.96,766.11K,-0.01%
"Oct 07, 2014",150.34,150.19,150.34,149.84,841.26K,0.16%
"Oct 06, 2014",150.1,149.99,150.22,149.97,569.57K,0.11%
"Oct 05, 2014",149.94,149.94,149.94,149.94,-,0.00%
"Oct 03, 2014",149.94,149.97,150.06,149.56,629.66K,-0.02%
"Oct 02, 2014",149.97,150.33,150.33,149.87,895.83K,-0.29%
"Oct 01, 2014",150.41,149.72,150.42,149.66,892.48K,0.46%
"Sep 30, 2014",149.72,149.5,149.78,149.31,892.48K,0.12%
"Sep 29, 2014",149.54,149.5,149.67,149.22,568.40K,0.07%
"Sep 27, 2014",149.43,149.43,149.43,149.43,-,0.00%
"Sep 26, 2014",149.43,149.56,149.71,149.27,724.53K,-0.01%
"Sep 25, 2014",149.45,148.94,149.48,148.91,632.86K,0.39%
"Sep 24, 2014",148.87,148.93,149.16,148.79,580.63K,-0.09%
"Sep 23, 2014",149,148.89,149.2,148.83,590.95K,0.05%
"Sep 22, 2014",148.93,148.72,148.97,148.58,523.13K,0.17%
"Sep 19, 2014",148.67,147.81,148.71,147.65,763.58K,0.44%
"Sep 18, 2014",148.02,147.97,148.19,147.75,850.39K,-0.05%
"Sep 17, 2014",148.1,148.17,148.5,148.04,657.34K,-0.01%
"Sep 16, 2014",148.12,148.29,148.62,148.1,680.05K,-0.09%
"Sep 15, 2014",148.26,147.92,148.37,147.81,565.03K,0.29%
"Sep 13, 2014",147.83,147.83,147.83,147.83,-,0.00%
"Sep 12, 2014",147.83,148.27,148.27,147.77,658.34K,-0.33%
"Sep 11, 2014",148.32,148.36,148.71,148.29,890.03K,0.01%
"Sep 10, 2014",148.3,148.38,148.44,148.03,836.41K,-0.06%
"Sep 09, 2014",148.39,148.66,148.68,148.17,958.83K,-0.23%
"Sep 08, 2014",148.73,149.12,149.42,148.64,603.10K,-0.22%
"Sep 05, 2014",149.06,148.69,149.33,148.65,1.15M,0.22%
"Sep 04, 2014",148.73,149.01,149.52,148.55,997.50K,-0.19%
"Sep 03, 2014",149.02,149.09,149.15,148.63,770.32K,-0.05%
"Sep 02, 2014",149.1,149.56,149.6,148.92,554.45K,-0.36%
"Sep 01, 2014",149.64,149.57,149.7,149.5,64.44K,0.04%
"Aug 31, 2014",149.58,149.58,149.58,149.58,-,-1.27%
"Aug 29, 2014",151.51,151.66,151.7,151.27,669.65K,-0.12%
"Aug 28, 2014",151.69,151.42,151.77,151.26,730.12K,0.25%
"Aug 27, 2014",151.31,151,151.46,150.95,671.78K,0.24%
"Aug 26, 2014",150.95,150.89,151.02,150.77,559.05K,0.04%
"Aug 25, 2014",150.89,150.45,151.08,150.45,381.63K,0.29%
"Aug 22, 2014",150.45,150.25,150.58,150.13,603.08K,0.15%
"Aug 21, 2014",150.22,150.13,150.36,149.97,590.67K,0.02%
"Aug 20, 2014",150.19,150.07,150.36,149.95,476.67K,0.07%
"Aug 19, 2014",150.08,149.84,150.24,149.82,490.60K,0.18%
"Aug 18, 2014",149.81,150.21,150.27,149.81,433.67K,-0.33%
"Aug 15, 2014",150.31,149.89,150.69,149.86,655.66K,0.27%
"Aug 14, 2014",149.9,149.87,150.14,149.8,719.44K,0.05%
"Aug 13, 2014",149.83,149.23,149.87,149.08,695.00K,0.36%
"Aug 12, 2014",149.29,149.28,149.53,149.26,471.25K,-0.05%
"Aug 11, 2014",149.37,149.16,149.49,149.16,429.66K,0.13%
"Aug 10, 2014",149.18,149.18,149.18,149.18,-,0.00%
"Aug 08, 2014",149.18,149.69,149.83,149.17,813.98K,-0.21%
"Aug 07, 2014",149.49,148.88,149.49,148.88,708.90K,0.39%
"Aug 06, 2014",148.91,148.23,148.98,148.2,775.13K,0.42%
"Aug 05, 2014",148.28,148.41,148.48,147.86,550.96K,-0.05%
"Aug 04, 2014",148.36,148.42,148.55,148.33,391.45K,-0.07%
"Aug 01, 2014",148.47,148.01,148.61,147.76,813.26K,0.24%
"Jul 31, 2014",148.12,148.01,148.26,147.67,921.15K,0.13%
"Jul 30, 2014",147.93,148.63,148.71,147.77,742.48K,-0.54%
"Jul 29, 2014",148.73,148.22,148.76,148.19,626.94K,0.29%
"Jul 28, 2014",148.3,148.31,148.45,148.06,429.73K,-0.05%
"Jul 27, 2014",148.37,148.37,148.37,148.37,-,0.00%
"Jul 25, 2014",148.37,147.97,148.4,147.82,484.29K,0.31%
"Jul 24, 2014",147.91,148.28,148.38,147.78,604.11K,-0.25%
"Jul 23, 2014",148.28,148.15,148.42,148.02,461.44K,0.07%
"Jul 22, 2014",148.17,148.27,148.33,147.91,638.59K,-0.05%
"Jul 20, 2014",148.25,148.25,148.25,148.25,-,-0.11%
"Jul 17, 2014",148.41,147.93,148.47,147.88,644.76K,0.37%
"Jul 16, 2014",147.86,147.64,147.86,147.62,497.24K,0.20%
"Jul 15, 2014",147.56,147.62,147.89,147.44,673.43K,0.01%
"Jul 14, 2014",147.54,147.47,147.66,147.47,232.40K,0.01%
"Jul 13, 2014",147.53,147.53,147.53,147.53,-,0.00%
"Jul 12, 2014",147.53,147.53,147.53,147.53,-,0.00%
"Jul 11, 2014",147.53,147.63,147.71,147.4,464.59K,-0.05%
"Jul 10, 2014",147.6,147.49,148.05,147.49,759.98K,0.07%
"Jul 09, 2014",147.49,147.4,147.53,147.24,436.75K,0.04%
"Jul 08, 2014",147.43,146.85,147.47,146.81,535.16K,0.35%
"Jul 07, 2014",146.91,146.81,146.98,146.72,310.15K,0.02%
"Jul 04, 2014",146.88,146.54,147.01,146.54,227.22K,0.24%
"Jul 03, 2014",146.53,146.61,146.61,146.05,728.17K,-0.03%
"Jul 02, 2014",146.57,147.02,147.23,146.55,615.45K,-0.29%
"Jul 01, 2014",146.99,146.96,147.17,146.87,424.61K,-0.06%
"Jun 30, 2014",147.08,146.86,147.13,146.78,484.57K,0.14%
"Jun 27, 2014",146.88,147.13,147.13,146.82,456.88K,-0.12%
"Jun 26, 2014",147.06,146.79,147.17,146.74,580.07K,0.20%
"Jun 25, 2014",146.77,146.32,146.91,146.22,576.85K,0.32%
"Jun 24, 2014",146.3,146,146.3,145.99,481.54K,0.22%
"Jun 23, 2014",145.98,145.83,146.25,145.73,392.33K,0.05%
"Jun 22, 2014",145.9,145.9,145.9,145.9,-,0.00%
"Jun 20, 2014",145.9,146.06,146.06,145.67,421.83K,-0.02%
"Jun 19, 2014",145.93,145.75,146.33,145.73,595.98K,0.20%
"Jun 18, 2014",145.64,145.12,145.66,144.94,580.06K,0.37%
"Jun 17, 2014",145.1,145.64,145.7,145.03,562.29K,-0.37%
"Jun 16, 2014",145.64,145.61,145.81,145.51,389.39K,0.08%
"Jun 13, 2014",145.53,145.35,145.64,144.94,626.31K,0.01%
"Jun 12, 2014",145.51,145.01,145.61,144.93,557.50K,0.33%
"Jun 11, 2014",145.03,144.86,145.29,144.6,715.73K,0.06%
"Jun 10, 2014",144.95,145.53,145.56,144.95,543.50K,-0.34%
"Jun 09, 2014",145.44,145.48,145.75,145.34,334.51K,-0.14%
"Jun 06, 2014",145.64,145.26,145.96,145.17,835.70K,0.32%
"Jun 05, 2014",145.17,144.82,145.21,144.07,1.21M,0.34%
"Jun 04, 2014",144.68,144.9,145.05,144.62,922.63K,-0.05%
"Jun 03, 2014",144.75,145.54,145.54,144.75,726.63K,-0.54%
"Jun 02, 2014",145.53,145.58,145.87,145.37,400.33K,-0.87%
"May 30, 2014",146.81,146.62,146.84,146.53,590.18K,0.10%
"May 29, 2014",146.66,147.07,147.1,146.66,550.56K,-0.24%
"May 28, 2014",147.01,146.49,147.08,146.42,776.79K,0.40%
"May 27, 2014",146.42,146.03,146.52,145.91,545.28K,0.29%
"May 26, 2014",146,146.04,146.21,145.89,111.40K,-0.03%
"May 23, 2014",146.04,146.01,146.18,145.97,384.04K,0.01%
"May 22, 2014",146.03,145.75,146.23,145.75,513.88K,0.08%
"May 21, 2014",145.92,146.27,146.31,145.76,640.56K,-0.23%
"May 20, 2014",146.25,146.1,146.34,145.96,584.84K,0.10%
"May 19, 2014",146.1,146.38,146.56,146.08,529.44K,-0.12%
"May 16, 2014",146.27,146.61,146.75,146.25,642.97K,-0.27%
"May 15, 2014",146.66,145.76,146.72,145.75,1.07M,0.56%
"May 14, 2014",145.84,145.27,145.96,145.26,781.34K,0.40%
"May 13, 2014",145.26,144.68,145.33,144.67,727.02K,0.40%
"May 12, 2014",144.68,144.71,144.84,144.63,357.47K,-0.10%
"May 09, 2014",144.83,144.91,145.01,144.71,464.38K,0.01%
"May 08, 2014",144.82,144.52,144.95,144.36,765.69K,0.22%
"May 07, 2014",144.5,144.78,144.89,144.31,637.96K,-0.14%
"May 06, 2014",144.7,144.68,144.76,144.42,458.02K,0.03%
"May 05, 2014",144.65,144.82,144.9,144.62,183.80K,-0.08%
"May 02, 2014",144.77,144.72,144.97,144.12,733.88K,0.09%
"May 01, 2014",144.64,144.64,144.64,144.64,-,0.00%
"Apr 30, 2014",144.64,144.12,144.73,144.02,774.98K,0.33%
"Apr 29, 2014",144.17,144.19,144.22,143.81,604.05K,-0.03%
"Apr 28, 2014",144.21,144.3,144.41,144.11,436.30K,-0.08%
"Apr 25, 2014",144.33,143.99,144.51,143.99,541.83K,0.28%
"Apr 24, 2014",143.93,143.85,144.12,143.56,706.72K,0.05%
"Apr 23, 2014",143.86,143.88,144.07,143.66,547.56K,0.02%
"Apr 22, 2014",143.83,143.88,143.97,143.65,392.47K,0.05%
"Apr 17, 2014",143.76,144.43,144.46,143.66,470.31K,-0.43%
"Apr 16, 2014",144.38,144.37,144.46,144.22,527.87K,-0.03%
"Apr 15, 2014",144.43,143.89,144.63,143.86,652.07K,0.39%
"Apr 14, 2014",143.87,144.28,144.28,143.83,460.63K,-0.24%
"Apr 11, 2014",144.22,143.75,144.31,143.73,715.80K,0.26%
"Apr 10, 2014",143.84,143.54,144.04,143.54,695.33K,0.29%
"Apr 09, 2014",143.42,143.5,143.53,143.16,518.92K,-0.09%
"Apr 08, 2014",143.55,143.65,143.67,143.37,573.63K,-0.06%
"Apr 07, 2014",143.64,143.37,143.76,143.36,489.04K,0.01%
"Apr 05, 2014",143.62,143.62,143.62,143.62,-,0.00%
"Apr 04, 2014",143.62,142.87,143.7,142.67,804.57K,0.50%
"Apr 03, 2014",142.9,142.84,142.99,142.5,821.09K,0.05%
"Apr 02, 2014",142.83,143.23,143.23,142.72,638.01K,-0.30%
"Apr 01, 2014",143.26,143.38,143.41,143.12,516.15K,-0.17%
"Mar 31, 2014",143.5,143.55,143.68,143.03,768.83K,-0.10%
"Mar 28, 2014",143.64,143.68,144.07,143.43,666.12K,-0.03%
"Mar 27, 2014",143.68,143.48,143.92,143.46,632.72K,0.11%
"Mar 26, 2014",143.52,143.18,143.6,143.17,617.35K,0.25%
"Mar 25, 2014",143.16,143.08,143.32,143.04,854.23K,0.03%
"Mar 24, 2014",143.11,142.37,143.17,142.22,731.42K,0.38%
"Mar 22, 2014",142.57,142.57,142.57,142.57,-,0.00%
"Mar 21, 2014",142.57,142.38,142.59,142.32,415.16K,0.12%
"Mar 20, 2014",142.4,142.58,142.63,142.1,891.77K,-0.09%
"Mar 19, 2014",142.53,143.26,143.28,142.32,712.16K,-0.50%
"Mar 18, 2014",143.24,143.26,143.46,143.09,716.25K,0.05%
"Mar 17, 2014",143.17,143.37,143.55,143.13,578.49K,-0.18%
"Mar 14, 2014",143.43,143.75,143.96,143.37,1.02M,-0.19%
"Mar 13, 2014",143.7,142.82,143.79,142.79,908.36K,0.58%
"Mar 12, 2014",142.87,142.45,143.1,142.43,836.79K,0.32%
"Mar 11, 2014",142.41,142.39,142.68,142.08,771.08K,0.01%
"Mar 10, 2014",142.4,142.35,142.59,142.13,559.94K,0.11%
"Mar 09, 2014",142.25,142.25,142.25,142.25,-,0.00%
"Mar 07, 2014",142.25,142.23,142.44,141.81,753.31K,0.06%
"Mar 06, 2014",142.16,144.6,144.61,141.94,822.34K,-1.73%
"Mar 05, 2014",144.66,144.64,144.75,144.39,200.58K,0.04%
"Mar 04, 2014",144.6,144.98,144.99,144.6,920.89K,-0.45%
"Mar 03, 2014",145.25,144.96,145.41,144.84,1.04M,0.46%
"Feb 28, 2014",144.58,145.1,145.19,144.19,1.09M,-0.40%
"Feb 27, 2014",145.16,144.65,145.33,144.59,896.17K,0.28%
"Feb 26, 2014",144.76,143.97,144.77,143.91,809.54K,0.49%
"Feb 25, 2014",144.05,143.67,144.12,143.49,582.10K,0.31%
"Feb 24, 2014",143.61,143.97,144,143.52,460.86K,-0.22%
"Feb 21, 2014",143.92,143.45,143.95,143.45,605.98K,0.24%
"Feb 20, 2014",143.57,143.87,144.22,143.41,890.21K,-0.15%
"Feb 19, 2014",143.78,143.76,144.25,143.72,781.13K,-0.03%
"Feb 18, 2014",143.82,143.49,143.94,143.43,772.16K,0.19%
"Feb 17, 2014",143.55,143.67,143.67,143.33,261.59K,-0.07%
"Feb 14, 2014",143.65,143.84,143.84,143.49,563.65K,-0.10%
"Feb 13, 2014",143.8,143.39,143.97,143.37,724.93K,0.43%
"Feb 12, 2014",143.19,143.54,143.65,143.09,702.08K,-0.27%
"Feb 11, 2014",143.58,143.58,143.69,143.39,602.95K,-0.10%
"Feb 10, 2014",143.72,143.91,143.94,143.56,392.62K,-0.07%
"Feb 07, 2014",143.82,143.33,144.12,143.33,937.27K,0.29%
"Feb 06, 2014",143.41,144.06,144.06,143.27,964.30K,-0.45%
"Feb 05, 2014",144.06,143.97,144.54,143.9,921.81K,0.12%
"Feb 04, 2014",143.89,144.12,144.23,143.85,657.07K,-0.26%
"Feb 03, 2014",144.26,143.98,144.32,143.59,748.68K,0.14%
"Jan 31, 2014",144.06,143.45,144.06,143.36,1.08M,0.54%
"Jan 30, 2014",143.29,143.08,143.41,142.94,961.60K,0.01%
"Jan 29, 2014",143.27,142.38,143.3,142.26,1.01M,0.47%
"Jan 28, 2014",142.6,142.43,142.63,142.27,692.45K,0.12%
"Jan 27, 2014",142.43,142.66,142.68,142.4,555.17K,-0.25%
"Jan 24, 2014",142.79,142.32,142.89,142.22,966.36K,0.31%
"Jan 23, 2014",142.35,141.53,142.44,141.38,861.87K,0.67%
"Jan 22, 2014",141.4,141.57,141.72,141.37,560.00K,-0.20%
"Jan 21, 2014",141.68,141.45,141.78,141.3,593.43K,0.04%
"Jan 20, 2014",141.62,141.51,141.76,141.41,281.78K,0.04%
"Jan 17, 2014",141.57,141.16,141.57,141.16,561.33K,0.30%
"Jan 16, 2014",141.15,140.59,141.22,140.58,672.11K,0.39%
"Jan 15, 2014",140.6,140.56,140.8,140.39,649.33K,0.07%
"Jan 14, 2014",140.5,140.78,140.82,140.5,591.58K,-0.28%
"Jan 13, 2014",140.89,140.34,140.91,140.19,507.36K,0.37%
"Jan 10, 2014",140.37,139.61,140.37,139.58,718.73K,0.53%
"Jan 09, 2014",139.63,139.55,139.83,139.27,749.83K,0.11%
"Jan 08, 2014",139.48,139.76,139.91,139.43,716.25K,-0.24%
"Jan 07, 2014",139.82,139.65,139.85,139.5,498.43K,0.14%
"Jan 06, 2014",139.62,139.09,139.63,139.09,384.60K,0.37%
"Jan 03, 2014",139.11,139.1,139.25,138.94,269.30K,-0.02%
"Jan 02, 2014",139.14,138.69,139.22,138.69,295.89K,-0.08%
"Dec 30, 2013",139.25,138.74,139.25,138.74,235.33K,0.26%
"Dec 29, 2013",138.89,138.89,138.89,138.89,-,0.00%
"Dec 27, 2013",138.89,139.58,139.61,138.83,216.96K,-0.62%
"Dec 26, 2013",139.75,139.75,139.75,139.75,-,0.00%
"Dec 25, 2013",139.75,139.75,139.75,139.75,-,0.00%
"Dec 23, 2013",139.75,139.77,139.92,139.62,148.71K,-0.09%
"Dec 20, 2013",139.87,139.82,139.96,139.44,409.48K,0.01%
"Dec 19, 2013",139.86,140.19,140.19,139.63,585.83K,-0.19%
"Dec 18, 2013",140.13,140.38,140.49,139.93,483.35K,-0.21%
"Dec 17, 2013",140.42,140.23,140.43,140.12,361.70K,0.16%
"Dec 16, 2013",140.2,140.48,140.54,140.14,387.41K,-0.09%
"Dec 14, 2013",140.33,140.33,140.33,140.33,-,0.08%
"Dec 11, 2013",140.22,140.19,140.46,140.12,393.79K,-0.02%
"Dec 10, 2013",140.25,140.1,140.39,140.04,451.72K,0.15%
"Dec 09, 2013",140.04,140.07,140.24,139.94,352.24K,0.00%
"Dec 06, 2013",140.04,139.8,140.17,139.48,774.46K,0.15%
"Dec 05, 2013",139.83,140.42,140.58,139.78,123.43K,-0.38%
"Dec 04, 2013",140.36,141.23,141.24,140.26,806.38K,-0.65%
"Dec 03, 2013",141.28,141.17,141.42,140.95,766.35K,0.11%
"Dec 02, 2013",141.12,141.57,141.63,141.05,752.25K,-0.37%
"Dec 01, 2013",141.64,141.64,141.64,141.64,-,0.00%
"Nov 29, 2013",141.64,141.79,141.85,141.51,516.06K,-0.04%
"Nov 28, 2013",141.7,141.54,141.7,141.15,417.69K,0.07%
"Nov 27, 2013",141.6,141.63,141.75,141.37,588.98K,-0.04%
"Nov 26, 2013",141.65,141.37,141.78,141.28,578.14K,0.21%
"Nov 25, 2013",141.36,140.85,141.37,140.85,435.67K,0.23%
"Nov 24, 2013",141.04,141.04,141.04,141.04,-,0.00%
"Nov 22, 2013",141.04,141,141.11,140.69,551.72K,0.11%
"Nov 21, 2013",140.89,140.78,141.04,140.56,837.14K,0.05%
"Nov 20, 2013",140.82,141.33,141.59,140.82,818.19K,-0.36%
"Nov 19, 2013",141.33,141.86,141.91,141.33,554.16K,-0.44%
"Nov 18, 2013",141.95,141.7,141.95,141.46,384.69K,0.17%
"Nov 15, 2013",141.71,141.65,141.73,141.36,409.77K,0.01%
"Nov 14, 2013",141.7,141.52,141.78,141.4,642.51K,0.26%
"Nov 13, 2013",141.33,140.7,141.4,140.66,619.58K,0.52%
"Nov 12, 2013",140.6,140.94,140.99,140.53,666.42K,-0.26%
"Nov 11, 2013",140.96,141.08,141.26,140.93,259.32K,-0.04%
"Nov 08, 2013",141.01,141.91,141.95,140.87,768.83K,-0.61%
"Nov 07, 2013",141.88,141.2,142.07,141.05,803.50K,0.53%
"Nov 06, 2013",141.13,141.37,141.44,141.07,624.34K,-0.13%
"Nov 05, 2013",141.32,141.89,141.97,141.12,726.78K,-0.41%
"Nov 04, 2013",141.9,141.84,142.08,141.83,343.72K,0.11%
"Nov 01, 2013",141.75,142.04,142.19,141.7,606.02K,-0.19%
"Oct 31, 2013",142.02,141.55,142.32,141.54,982.21K,0.40%
"Oct 30, 2013",141.45,141.52,141.89,141.43,663.23K,0.01%
"Oct 29, 2013",141.43,141.09,141.45,140.95,555.52K,0.26%
"Oct 28, 2013",141.06,140.94,141.22,140.92,423.46K,-0.04%
"Oct 25, 2013",141.12,140.86,141.12,140.84,476.68K,0.27%
"Oct 24, 2013",140.74,140.72,141.22,140.71,639.29K,-0.02%
"Oct 23, 2013",140.77,140.67,140.91,140.55,618.46K,0.16%
"Oct 22, 2013",140.55,139.9,140.64,139.82,691.46K,0.49%
"Oct 21, 2013",139.87,140.05,140.11,139.82,378.30K,-0.15%
"Oct 18, 2013",140.08,139.68,140.24,139.58,583.47K,0.29%
"Oct 17, 2013",139.67,139.51,139.77,139.26,698.13K,0.24%
"Oct 16, 2013",139.34,139.14,139.34,138.79,649.19K,0.09%
"Oct 15, 2013",139.21,139.4,139.55,139.07,650.88K,-0.13%
"Oct 14, 2013",139.39,139.77,139.9,139.29,236.23K,-0.17%
"Oct 11, 2013",139.63,139.83,139.86,139.48,613.18K,-0.04%
"Oct 10, 2013",139.69,139.91,140.12,139.51,769.07K,-0.34%
"Oct 09, 2013",140.16,140.27,140.65,140.11,649.84K,-0.09%
"Oct 08, 2013",140.29,140.24,140.34,139.96,553.69K,0.04%
"Oct 07, 2013",140.23,140.09,140.45,140.05,400.39K,0.24%
"Oct 04, 2013",139.89,140.2,140.35,139.81,478.78K,-0.23%
"Oct 03, 2013",140.21,140.17,140.47,139.75,679.49K,0.05%
"Oct 02, 2013",140.14,140.21,140.46,139.92,803.13K,-0.01%
"Oct 01, 2013",140.15,140.46,140.61,140.07,678.72K,-0.31%
"Sep 30, 2013",140.59,140.79,140.87,140.22,712.27K,0.16%
"Sep 27, 2013",140.36,139.83,140.53,139.75,588.73K,0.39%
"Sep 26, 2013",139.82,139.85,140.09,139.71,620.96K,-0.10%
"Sep 25, 2013",139.96,139.63,139.99,139.55,583.84K,0.17%
"Sep 24, 2013",139.72,138.79,139.75,138.7,766.61K,0.67%
"Sep 23, 2013",138.79,138.54,138.8,138.03,525.47K,0.20%
"Sep 20, 2013",138.51,138.59,138.86,138.13,638.24K,0.01%
"Sep 19, 2013",138.49,139.43,139.45,138.44,875.76K,-0.40%
"Sep 18, 2013",139.04,138.12,139.19,137.59,649.48K,0.71%
"Sep 17, 2013",138.06,138.28,138.47,138,514.57K,-0.07%
"Sep 16, 2013",138.16,138.51,138.66,138.13,553.47K,0.16%
"Sep 13, 2013",137.94,137.24,138.15,137.18,586.95K,0.25%
"Sep 12, 2013",137.59,137.47,137.94,137.41,663.86K,0.19%
"Sep 11, 2013",137.33,136.72,137.35,136.72,631.21K,0.50%
"Sep 10, 2013",136.65,137.22,137.29,136.61,720.75K,-0.60%
"Sep 09, 2013",137.47,137.54,137.75,137.36,413.34K,-0.04%
"Sep 06, 2013",137.53,138.4,138.99,136.84,882.58K,-0.64%
"Sep 05, 2013",138.42,139.39,139.47,138.42,144.70K,-0.81%
"Sep 04, 2013",139.55,139.74,139.96,139.51,542.50K,-0.21%
"Sep 03, 2013",139.85,140.13,140.27,139.56,801.96K,-0.16%
"Sep 02, 2013",140.07,140.32,140.32,139.79,399.47K,-0.24%
"Aug 30, 2013",140.4,140.6,140.93,140.4,544.65K,-0.20%
"Aug 29, 2013",140.68,140.3,140.83,140.06,654.96K,0.27%
"Aug 28, 2013",140.3,140.8,140.92,140.14,646.73K,-0.45%
"Aug 27, 2013",140.94,139.99,140.95,139.93,658.88K,0.66%
"Aug 26, 2013",140.01,139.59,140.15,139.59,215.55K,0.29%
